Program,HH_Composition,HH_Income,Housing_Cost,Education_Track,Gentrification,Graduated,Education_TrackY
REG,2,13742,13164,,4,0,0
REG,2,9000,12864,,4,0,0
PHRR,3,47554,17760,,4,0,0
PHRR,3,47554,17760,,4,0,0
REG,4,25524,16920,,4,0,0
REG,4,25524,16920,,4,0,0
HOPE6,2,9636,13728,,4,0,0
REG,2,18900,15636,,4,0,0
REG,2,9000,14640,,4,0,0
REG,2,9636,14568,,4,0,0
REG,2,28371,19068,,4,0,0
PHRR,3,9492,18360,,4,0,0
REG,2,14646,15276,,4,0,0
PHRR,2,9012,13800,GED Preparation,4,0,1
PHRR,2,9012,13800,GED Preparation,4,0,1
REG,2,9636,14388,,4,0,0
REG,3,10800,20748,,4,0,0
REG,3,10800,20748,,4,0,0
REG,1,18928,19068,,4,0,0
FLOW,4,0,16764,,1,0,0
FLOW,4,0,16764,,1,0,0
REG,4,28245,20592,,4,0,0
REG,4,28245,20592,,4,0,0
REG,1,0,13008,,4,0,0
REG,2,10884,16728,,2,0,0
REG,6,52852,26184,,1,0,0
REG,6,52852,26184,,1,0,0
REG,5,0,19752,,4,0,0
REG,5,0,19752,,4,0,0
HOPE6,1,21056,15708,,4,0,0
PHRR,4,5824,18264,Behavioral Health Counseling and Services,4,0,1
HOPE6,3,21372,18288,,3,0,0
REG,1,20518,14076,,4,0,0
REG,2,13720,19008,,4,0,0
REG,2,18552,19200,,4,0,0
REG,2,18552,19200,,4,0,0
REG,1,10803,13800,,4,0,0
REG,2,15708,13332,,4,0,0
REG,3,14321,14208,,4,0,0
FLOW,1,0,19308,,4,0,0
REG,2,31401,20376,,4,0,0
REG,2,31401,20376,,4,0,0
REG,2,46968,19716,,3,0,0
REG,3,22668,18108,Job Placement for Long Term Unemployed; Job Skills Training,4,0,1
REG,3,22668,18108,Employment Prep Placement and Retention Services,4,0,1
REG,3,22668,18108,,4,0,0
FUPF,2,11544,13500,,4,0,0
REG,2,14796,8580,,4,0,0
PHRR,8,16368,27828,GED Preparation,4,0,1
PHRR,8,16368,27828,Workforce Development Training,4,0,1
PHRR,8,16368,27828,Workforce Development Training,4,0,1
PHRR,8,16368,27828,,4,0,0
REG,7,9989,21024,,4,0,0
REG,2,14880,15228,,4,0,0
FUPF,5,42646,24444,,4,0,0
FUPF,5,42646,24444,,4,0,0
FUPF,5,42646,24444,,4,0,0
REG,3,12285,14604,,4,0,0
REG,3,32448,20136,,0,0,0
FLOW,2,10972,14784,,4,0,0
FUPF,6,0,31392,,4,0,0
REG,4,12272,25332,,4,0,0
REG,4,11586,28272,,4,0,0
REG,4,36818,14112,,4,0,0
REG,3,26929,20988,,4,0,0
REG,2,14052,13284,,2,0,0
REG,5,13260,22776,,4,0,0
REG,1,27664,13896,,2,0,0
REG,5,20436,19284,,4,0,0
REG,3,18200,16308,,0,0,0
REG,3,16640,18408,,4,0,0
REG,2,0,20052,,4,0,0
REG,1,14000,19020,Job Placement for Long Term Unemployed,3,0,1
MS1 (NED-PRE2008),4,62499,19536,,4,0,0
MS1 (NED-PRE2008),4,62499,19536,,4,0,0
REG,2,8216,16188,,3,0,0
REG,1,15872,10332,,4,0,0
REG,3,53301,22224,,3,0,0
REG,3,53301,22224,,3,0,0
REG,3,53301,22224,,3,0,0
REG,3,28571,18660,,3,0,0
REG,4,9396,19908,,4,0,0
REG,6,32052,22752,,2,0,0
REG,6,32052,22752,,2,0,0
REG,3,23792,13632,Vocational Counseling,4,0,1
REG,3,23792,13632,,4,0,0
REG,4,29302,19440,,4,0,0
PHRR,6,33887,24540,,4,0,0
REG,2,58344,13824,Vocational Counseling,3,0,1
PHRR,4,18542,15936,,4,0,0
REG,2,25522,15588,,3,0,0
REG,2,25522,15588,,3,0,0
REG,2,51850,16788,,4,0,0
REG,2,51850,16788,,4,0,0
REG,3,26844,13668,,4,0,0
PHRR,4,44814,20424,,4,0,0
REG,1,14718,16176,,3,0,0
REG,1,14365,13596,,4,0,0
PHRR,2,20900,15768,,4,0,0
REG,4,6500,19872,Behavioral Health Counseling and Services; Health Care Services,4,0,1
REG,4,6500,19872,Behavioral Health & Counseling,4,0,1
REG,4,6500,19872,,4,0,0
REG,4,6500,19872,,4,0,0
REG,3,14836,16260,,4,0,0
FLOW,4,17500,20220,,4,0,0
REG,2,10660,14928,,3,0,0
PHRR,3,6000,23700,,4,0,0
REG,5,47235,23340,,4,0,0
REG,5,12636,18672,,3,0,0
REG,3,21780,19908,,3,0,0
REG,2,43656,14964,,4,0,0
REG,1,7748,13368,,4,0,0
REG,2,12948,14532,,4,0,0
REG,4,8232,16872,,3,0,0
REG,4,19116,23808,,3,0,0
REG,1,25273,10296,,4,0,0
FUPF,2,14348,21624,,0,0,0
REG,5,54595,25896,,3,0,0
REG,5,54595,25896,,3,0,0
REG,5,54595,25896,,3,0,0
REG,2,10713,15732,,4,0,0
REG,2,14716,11388,,4,0,0
REG,2,11310,13596,,4,0,0
REG,2,11310,13596,,4,0,0
SPHVS,2,13934,14328,,2,0,0
REG,1,18720,14856,,4,0,0
REG,1,21718,11100,,2,0,0
REG,4,7800,18900,,4,0,0
VASH,1,0,12648,,4,0,0
VASH,1,0,13908,,4,0,0
REG,3,15600,18576,,4,0,0
REG,4,20902,14088,,4,0,0
REG,3,20271,20076,,4,0,0
REG,3,20271,20076,,4,0,0
REG,9,27829,31200,,3,0,0
REG,4,10454,13728,,4,0,0
REG,9,17740,29004,,4,0,0
REG,7,28928,21660,,4,0,0
REG,2,7652,14532,,3,0,0
REG,5,0,19764,,4,0,0
FLOW,3,21617,14868,,4,0,0
FLOW,3,21617,14868,,4,0,0
PHRR,3,37303,19044,,4,0,0
NED,4,29184,20364,,4,0,0
PHRR,5,55506,20508,,4,0,0
REG,4,13293,28176,,4,0,0
FUPF,5,30000,22560,,4,0,0
REG,3,42000,15672,,4,0,0
REG,3,38796,19692,,4,0,0
REG,3,38796,19692,,4,0,0
REG,3,38796,19692,,4,0,0
PHRR,5,17897,21564,Job Placement for Long Term Unemployed,3,0,1
REG,6,37912,25368,,3,0,0
REG,6,37912,25368,,3,0,0
REG,6,37912,25368,,3,0,0
REG,2,13464,14712,,4,0,0
REG,3,31173,13644,,4,0,0
REG,5,48377,23340,,3,0,0
REG,5,48377,23340,,3,0,0
REG,2,17689,17268,,4,0,0
FLOW,5,8325,22776,,4,0,0
REG,2,9516,13368,,4,0,0
REG,5,16123,24252,GED Preparation; Job Skills Training,4,0,1
REG,5,16123,24252,,4,0,0
REG,1,0,17496,,0,0,0
REG,4,19830,23808,,4,0,0
MS1 (NED-PRE2008),5,7191,23208,,4,0,0
REG,4,11472,20724,,4,0,0
REG,2,10740,20376,,4,0,0
REG,4,11472,20724,,4,0,0
REG,2,9492,11328,,4,0,0
REG,1,11572,11976,,4,0,0
REG,6,35147,23028,Workforce Development Training,4,0,1
REG,6,35147,23028,Workforce Development Training,4,0,1
REG,6,35147,23028,Workforce Development Training,4,0,1
REG,6,35147,23028,Workforce Development Training,4,0,1
REG,6,35147,23028,,4,0,0
REG,3,14868,19692,,4,0,0
FLOW,1,12710,8700,,4,0,0
CRSHP,1,0,18852,,0,0,0
REG,1,26520,10584,,3,0,0
REG,4,25844,22164,,4,0,0
REG,3,33197,23304,,3,0,0
REG,5,18200,31608,,4,0,0
REG,1,23920,15252,,4,0,0
FUPF,4,9717,15720,,3,0,0
HOPE6,3,35308,20472,,4,0,0
GAHVP,5,9252,36936,,3,0,0
REG,2,8316,13728,,4,0,0
REG,3,24442,30300,,0,0,0
REG,4,26458,15492,,4,0,0
REG,4,31749,19776,,3,0,0
REG,2,18980,23484,,0,0,0
HOPE6,2,10788,19308,,3,0,0
REG,1,0,15408,,0,0,0
HOPE6,2,46013,17388,,3,0,0
HOPE6,2,25520,16764,Job Placement for Long Term Unemployed,2,0,1
REG,4,25164,25560,,4,0,0
PHRR,6,9396,17484,,4,0,0
REG,1,17784,10836,,4,0,0
REG,3,23136,10392,,4,0,0
REG,2,22714,19188,,2,0,0
REG,3,17856,20364,,4,0,0
REG,2,13650,15528,,4,0,0
REG,1,8580,15756,,4,0,0
REG,4,29965,18564,,4,0,0
REG,6,24694,22740,Job Placement for Long Term Unemployed,4,0,1
REG,6,24694,22740,Job Placement for Long Term Unemployed,4,0,1
REG,6,24694,22740,Behavioral Health Counseling and Services,4,0,1
REG,7,9724,20496,,4,0,0
REG,6,24694,22740,,4,0,0
PHRR,1,23400,13128,,3,0,0
REG,2,31590,15936,,4,0,0
REG,2,9648,10836,,4,0,0
VASH,2,30441,18192,,4,0,0
HOPE6,3,52381,15432,,4,0,0
HOPE6,3,52381,15432,,4,0,0
REG,3,14612,19836,,3,0,0
REG,4,19032,14136,,4,0,0
REG,4,19032,14136,,4,0,0
REG,2,17732,15888,,4,0,0
REG,3,25480,12048,,3,0,0
REG,9,13264,28944,,3,0,0
REG,9,13264,28944,,3,0,0
REG,9,13264,28944,,3,0,0
REG,2,10594,17364,,4,0,0
REG,2,10594,17364,,4,0,0
REG,3,34122,17436,,3,0,0
REG,3,14833,29916,,4,0,0
REG,1,12844,12216,,4,0,0
REG,3,0,13404,Adult Literacy,3,0,1
REG,3,0,13404,Job Placement for Long Term Unemployed,3,0,1
REG,3,0,13404,Expungement and Job Placement Assistance,3,0,1
PHRR,2,28639,15132,GED Preparation,4,0,1
PHRR,2,28639,15132,Job Placement for Long Term Unemployed,4,0,1
PHRR,2,28639,15132,Job Placement for Long Term Unemployed,4,0,1
PHRR,2,28639,15132,,4,0,0
REG,2,12441,16764,,4,0,0
NED,5,18504,22164,,3,0,0
NED,3,10146,20196,,4,0,0
NED,3,10146,20196,,4,0,0
REG,2,18304,20208,Behavioral Health Counseling and Services,2,0,1
REG,1,0,11796,,4,0,0
VASH,2,13008,11496,,4,0,0
REG,1,28080,10344,,3,0,0
REG,2,18148,19188,,4,0,0
REG,2,18148,19188,,4,0,0
REG,1,21292,18204,,1,0,0
REG,2,9252,15132,,4,0,0
REG,2,22750,20640,,4,0,0
REG,2,31847,16200,,3,0,0
FLOW,3,17160,19920,,2,0,0
REG,1,0,15396,Expungement and Job Placement Assistance,4,0,1
REG,1,0,15396,Behavioral Health Counseling and Services,4,0,1
REG,1,0,15396,Behavioral Health & Counseling,4,0,1
REG,1,0,15396,Workforce Development Training,4,0,1
REG,1,0,15396,Workforce Development Training,4,0,1
REG,2,10386,25716,,1,0,0
REG,4,16481,26964,,4,0,0
REG,4,16481,26964,,4,0,0
REG,2,21674,15456,,4,0,0
REG,3,38021,21804,,3,0,0
REG,3,38021,21804,,3,0,0
REG,4,51428,18072,,1,0,0
REG,4,51428,18072,,1,0,0
REG,4,51428,18072,,1,0,0
REG,2,16581,14532,,4,0,0
REG,2,17290,17352,,4,0,0
REG,4,28080,19776,,4,0,0
REG,11,66423,32184,Job Placement for Long Term Unemployed,4,0,1
REG,11,66423,32184,,4,0,0
REG,11,66423,32184,,4,0,0
REG,11,66423,32184,,4,0,0
FUPF,3,16976,20472,,4,0,0
REG,2,31704,12516,,4,0,0
REG,5,25225,18492,Job Placement for Long Term Unemployed,4,0,1
REG,5,25225,18492,,4,0,0
MS5,2,9516,19716,,4,0,0
HOPE6,4,8900,14208,,4,0,0
HOPE6,4,8900,14208,,4,0,0
REG,4,23514,23400,,3,0,0
REG,4,23514,23400,,3,0,0
REG,1,21066,10848,,4,0,0
REG,3,13039,19140,,4,0,0
REG,3,13039,19140,,4,0,0
REG,2,12007,17292,,4,0,0
REG,1,18200,21192,,1,0,0
REG,4,34741,13512,GED Preparation,4,0,1
REG,4,34741,13512,,4,0,0
REG,3,27612,13956,Job Placement for Long Term Unemployed,4,0,1
REG,3,27612,13956,Workforce Development Training,4,0,1
REG,2,17665,21600,,2,0,0
PHRR,2,21999,19068,,3,0,0
REG,10,34175,25944,,2,0,0
REG,3,14508,21960,,0,0,0
REG,3,14508,21960,,0,0,0
REG,3,0,14928,,3,0,0
REG,3,0,14928,,3,0,0
REG,3,15239,21900,,4,0,0
REG,3,31672,14376,,4,0,0
REG,3,31672,14376,,4,0,0
REG,3,31672,14376,,4,0,0
PHRR,1,16302,12480,,4,0,0
REG,1,23854,14856,Job Placement for Long Term Unemployed,3,0,1
REG,3,20662,11088,,4,0,0
PHRR,4,32780,36336,Adult Literacy,0,0,1
PHRR,4,32780,36336,,0,0,0
REG,4,11616,19608,,3,0,0
REG,4,11616,19608,,3,0,0
REG,4,11616,19608,,3,0,0
REG,1,10660,11496,,4,0,0
REG,3,46751,32100,,0,0,0
REG,6,21240,21036,,4,0,0
REG,6,21240,21036,,4,0,0
REG,4,9252,18732,,4,0,0
REG,4,9252,18732,,4,0,0
REG,3,27934,17400,,4,0,0
REG,3,27934,17400,,4,0,0
REG,2,20112,13884,,4,0,0
PHRR,4,28636,23556,,3,0,0
REG,5,9058,32604,,4,0,0
REG,6,0,23892,,2,0,0
REG,3,57522,17340,,3,0,0
REG,3,57522,17340,,3,0,0
PHRR,3,10240,15144,,4,0,0
PHRR,3,10240,15144,,4,0,0
REG,2,17576,19512,,1,0,0
SPHVS,4,27252,18360,,4,0,0
SPHVS,4,27252,18360,,4,0,0
REG,4,14401,21564,,3,0,0
REG,4,2249,21072,,4,0,0
REG,2,19091,11076,Employment Prep Placement and Retention Services,3,0,1
PHRR,4,20030,25284,,3,0,0
PHRR,4,20030,25284,,3,0,0
FUPF,5,11310,24144,,4,0,0
FLOW,4,34614,20964,,3,0,0
REG,3,18720,12276,,4,0,0
REG,2,10500,26604,,0,0,0
REG,2,10500,26604,,0,0,0
REG,3,25033,12288,,3,0,0
REG,3,15255,15072,,3,0,0
REG,3,18236,13836,GED Preparation,4,0,1
REG,3,18236,13836,,4,0,0
REG,3,39750,20508,,4,0,0
REG,3,39750,20508,,4,0,0
REG,3,21349,12876,,4,0,0
REG,3,21349,12876,,4,0,0
REG,6,1200,25620,GED Preparation,2,0,1
REG,6,1200,25620,Youth Development Ed and After School Programs,2,0,1
REG,6,1200,25620,,2,0,0
FLOW,4,9000,22620,,2,0,0
REG,3,13952,20028,,3,0,0
REG,6,3939,23208,,4,0,0
PHRR,5,16707,20340,Behavioral Health & Counseling,3,0,1
PHRR,5,16707,20340,Workforce Development Training,3,0,1
FUPF,2,7488,16308,,0,0,0
PHRR,4,14736,24000,Job Placement for Long Term Unemployed,4,0,1
PHRR,4,14736,24000,Behavioral Health Counseling and Services,4,0,1
PHRR,4,14736,24000,,4,0,0
PHRR,4,14736,24000,,4,0,0
PHRR,6,11310,27684,,3,0,0
PHRR,6,11310,27684,,3,0,0
PHRR,6,11310,27684,,3,0,0
REG,1,17924,11496,,3,0,0
FUPF,5,7020,15564,,2,0,0
VASH,1,0,19896,,3,0,0
REG,2,12200,15552,,4,0,0
REG,1,21996,12516,,4,0,0
REG,2,21455,19056,,3,0,0
REG,2,21455,19056,,3,0,0
REG,1,24674,11760,,4,0,0
REG,1,22864,22248,,4,0,0
REG,2,0,14208,,4,0,0
REG,2,0,14208,,4,0,0
REG,3,14873,10392,,4,0,0
REG,2,6930,15132,,4,0,0
REG,1,15331,12396,,4,0,0
REG,1,13676,11256,Job Placement for Long Term Unemployed,4,0,1
FUPF,2,17312,14844,,3,0,0
FUPF,2,17312,14844,,3,0,0
REG,4,12740,21972,,4,0,0
REG,4,53224,16320,,4,0,0
REG,4,53224,16320,,4,0,0
REG,3,29814,26964,,0,0,0
REG,3,29814,26964,,0,0,0
REG,1,11310,11484,,3,0,0
REG,5,3276,20856,GED Preparation,4,0,1
REG,5,3276,20856,,4,0,0
REG,2,19022,16824,,4,0,0
REG,1,23173,13896,,2,0,0
REG,3,15360,13476,,4,0,0
REG,5,34658,21456,,3,0,0
REG,3,28154,14328,,4,0,0
REG,2,10704,14208,,4,0,0
REG,2,30000,14748,,4,0,0
REG,5,9000,23364,,3,0,0
REG,6,21790,20676,,4,0,0
REG,1,20185,13068,,4,0,0
REG,2,25480,17208,,4,0,0
REG,2,20901,23508,,0,0,0
REG,2,20901,23508,,0,0,0
REG,3,43782,21852,,2,0,0
REG,3,43782,21852,,2,0,0
REG,5,41196,23940,,4,0,0
REG,3,23738,22596,,0,0,0
REG,3,23738,22596,,0,0,0
REG,4,18200,17640,,4,0,0
REG,2,10254,19692,,4,0,0
REG,5,14076,25032,Behavioral Health Counseling and Services,4,0,1
REG,5,14076,25032,GED Preparation,4,0,1
REG,3,17974,24960,,4,0,0
REG,2,17567,22764,,4,0,0
PHRR,4,27213,20268,,4,0,0
PHRR,4,27213,20268,,4,0,0
PHRR,4,27213,20268,,4,0,0
REG,6,16410,23064,,4,0,0
REG,5,10740,18792,,4,0,0
REG,5,10740,18792,,4,0,0
REG,2,42861,14532,,4,0,0
REG,2,42861,14532,,4,0,0
REG,7,19914,24540,,4,0,0
REG,5,31566,19776,,4,0,0
REG,5,31566,19776,,4,0,0
PHRR,2,27937,17160,,3,0,0
REG,2,19310,14988,,4,0,0
REG,2,18980,14328,,4,0,0
REG,2,18980,14328,,4,0,0
REG,2,21744,11784,,4,0,0
REG,5,17160,20040,,4,0,0
REG,3,20591,17280,,3,0,0
FLOW,5,20478,21396,,3,0,0
REG,5,30072,22440,,4,0,0
REG,3,18190,23856,,4,0,0
REG,2,0,11076,,4,0,0
REG,2,0,11076,,4,0,0
REG,6,35595,23880,,1,0,0
REG,6,35595,23880,,1,0,0
REG,3,19044,22764,,4,0,0
REG,3,10338,15264,,4,0,0
REG,3,10338,15264,,4,0,0
REG,2,10581,19644,,4,0,0
FUPF,4,0,14364,,4,0,0
REG,2,42257,19944,,4,0,0
REG,3,36643,25140,,0,0,0
REG,7,25892,24936,,4,0,0
REG,4,18720,13308,,3,0,0
HOPE6,3,52911,17676,,3,0,0
HOPE6,3,52911,17676,,3,0,0
REG,5,41677,34236,,2,0,0
REG,4,24623,19164,,0,0,0
REG,4,24623,19164,,0,0,0
REG,4,8320,20652,Job Skills Training,3,0,1
REG,4,8320,20652,,3,0,0
PHRR,3,22670,11784,,4,0,0
HOPE6,3,23727,19692,,4,0,0
HOPE6,3,23727,19692,,4,0,0
REG,4,14924,25476,,4,0,0
REG,4,14924,25476,,4,0,0
PHRR,5,66101,26232,,4,0,0
PHRR,5,66101,26232,,4,0,0
PHRR,5,66101,26232,,4,0,0
REG,7,23346,24648,,3,0,0
REG,7,23346,24648,,3,0,0
REG,3,8164,17388,,4,0,0
REG,1,23940,12216,,4,0,0
REG,3,19760,19788,,4,0,0
REG,5,27040,23412,,3,0,0
REG,5,27040,23412,,3,0,0
GAHVP,2,9252,18876,,4,0,0
REG,2,15600,15072,,3,0,0
REG,4,32773,21900,,2,0,0
REG,1,18044,11496,,4,0,0
REG,2,23868,15300,,4,0,0
REG,3,21889,22188,,4,0,0
FUPF,4,11400,23400,,4,0,0
REG,3,9252,25176,,0,0,0
REG,3,24084,22992,,3,0,0
REG,3,24084,22992,,3,0,0
PHRR,3,10303,18852,,3,0,0
PHRR,3,10303,18852,,3,0,0
PHRR,7,44000,21948,,3,0,0
REG,3,47250,17004,,4,0,0
REG,3,47250,17004,,4,0,0
REG,3,0,15684,,4,0,0
REG,4,15795,13944,,2,0,0
REG,4,15795,13944,,2,0,0
REG,3,41975,25836,,4,0,0
REG,3,41975,25836,,4,0,0
REG,3,41975,25836,,4,0,0
REG,1,1200,10092,,4,0,0
REG,4,9881,20604,Job Skills Training,3,0,1
REG,4,9881,20604,,3,0,0
REG,4,9881,20604,,3,0,0
REG,2,6168,13272,,4,0,0
PHRR,2,48712,15492,,4,0,0
REG,2,22824,18732,,3,0,0
FLOW,1,8528,12708,,4,0,0
REG,5,14279,19776,,4,0,0
REG,5,14279,19776,,4,0,0
REG,4,9492,18276,,4,0,0
REG,4,9492,18276,,4,0,0
REG,2,7072,14688,,4,0,0
REG,2,0,14532,,4,0,0
FLOW,3,0,13896,,4,0,0
REG,2,15028,14208,,4,0,0
PHRR,3,11123,22908,,4,0,0
PHRR,3,11123,22908,,4,0,0
VASH,6,0,20292,,3,0,0
VASH,6,0,20292,,3,0,0
REG,2,23129,9684,,3,0,0
REG,2,20388,11904,,4,0,0
REG,3,11726,17988,Adult Literacy,4,0,1
REG,3,11726,17988,Youth Development Ed and After School Programs,4,0,1
REG,4,7748,36564,GED Preparation,0,0,1
HOPE6,3,14768,18924,,4,0,0
REG,4,31863,20124,,2,0,0
REG,3,39512,18636,,2,0,0
REG,3,39512,18636,,2,0,0
REG,3,39512,18636,,2,0,0
REG,2,53648,14328,,3,0,0
REG,2,53648,14328,,3,0,0
REG,4,31853,33420,,0,0,0
REG,4,31853,33420,,0,0,0
PHRR,2,12617,11772,,0,0,0
REG,3,21802,14124,,4,0,0
REG,3,21802,14124,,4,0,0
REG,4,30979,21540,Workforce Development Training,4,0,1
REG,4,30979,21540,Workforce Development Training,4,0,1
REG,4,30979,21540,,4,0,0
REG,3,14950,14208,,2,0,0
REG,3,14950,14208,,2,0,0
REG,2,22923,28884,,1,0,0
REG,2,35651,17988,,2,0,0
REG,2,35651,17988,,2,0,0
REG,1,28741,13272,,4,0,0
PHRR,4,19896,16548,,3,0,0
REG,4,4212,20712,,3,0,0
REG,4,14575,22116,,3,0,0
REG,4,14575,22116,,3,0,0
REG,3,33316,16416,,4,0,0
REG,4,21456,22716,,4,0,0
REG,2,18020,12456,,4,0,0
REG,3,5200,15000,,3,0,0
REG,6,20443,26640,,4,0,0
REG,6,20443,26640,,4,0,0
FUPF,4,18104,22776,,3,0,0
REG,4,24855,20376,,3,0,0
REG,4,24855,20376,,3,0,0
FLOW,4,22530,17772,,2,0,0
FUPF,2,2796,16788,,4,0,0
REG,3,2915,19512,,4,0,0
REG,3,2915,19512,,4,0,0
REG,2,22880,13788,,3,0,0
REG,6,36380,20976,,4,0,0
REG,6,36380,20976,,4,0,0
REG,4,15164,20364,,3,0,0
REG,4,15164,20364,,3,0,0
REG,4,4584,25164,,2,0,0
REG,3,21876,20976,,4,0,0
REG,3,21876,20976,,4,0,0
REG,3,34002,21600,,3,0,0
REG,1,25887,20724,,1,0,0
REG,2,8736,16188,Job Placement for Long Term Unemployed,4,0,1
REG,5,25019,19080,,2,0,0
REG,5,25019,19080,,2,0,0
REG,3,19264,20388,,4,0,0
REG,3,19264,20388,,4,0,0
REG,2,9360,18768,,0,0,0
REG,2,20520,12048,,3,0,0
REG,2,4548,25056,,4,0,0
REG,6,8316,24504,,4,0,0
REG,3,26509,19692,,4,0,0
REG,7,18240,23808,,4,0,0
REG,3,5217,25848,Job Placement for Long Term Unemployed; Job Skills Training,3,0,1
REG,3,5217,25848,Workforce Development Training,3,0,1
REG,3,5217,25848,Workforce Development Training,3,0,1
REG,1,28479,13932,,4,0,0
REG,4,26943,18804,,3,0,0
REG,4,26943,18804,,3,0,0
REG,3,14883,13428,,4,0,0
REG,5,19058,27504,,3,0,0
REG,5,19058,27504,,3,0,0
REG,5,19058,27504,,3,0,0
REG,8,2600,27168,,4,0,0
REG,5,36967,21036,,4,0,0
PHRR,1,38024,16008,,3,0,0
REG,4,27837,18576,,4,0,0
REG,4,27837,18576,,4,0,0
REG,4,23458,20364,,3,0,0
REG,3,34420,14772,,4,0,0
REG,1,7748,12480,,4,0,0
PHRR,3,22707,20472,,4,0,0
PHRR,2,35500,24396,,1,0,0
REG,6,27194,19272,,3,0,0
REG,6,27194,19272,,3,0,0
REG,6,27194,19272,,3,0,0
REG,6,27194,19272,,3,0,0
REG,4,9396,19224,,4,0,0
REG,4,28061,21324,,3,0,0
REG,4,28061,21324,,3,0,0
REG,4,28061,21324,,3,0,0
HOPE6,2,19240,13560,,4,0,0
REG,3,48883,20472,Job Skills Training,1,0,1
REG,3,48883,20472,,1,0,0
REG,4,14767,23016,,4,0,0
REG,2,9400,12480,,4,0,0
PHRR,6,42895,23808,Job Skills Training,4,0,1
PHRR,6,42895,23808,,4,0,0
PHRR,6,42895,23808,,4,0,0
PHRR,6,42895,23808,,4,0,0
PHRR,6,42895,23808,,4,0,0
REG,4,18585,24780,,4,0,0
REG,1,17277,13008,,4,0,0
REG,4,23628,18000,,4,0,0
REG,4,23628,18000,,4,0,0
REG,3,17940,18612,,4,0,0
REG,3,17940,18612,,4,0,0
REG,4,24621,18576,Job Placement for Long Term Unemployed,4,0,1
REG,4,24621,18576,Job Placement for Long Term Unemployed,4,0,1
REG,2,17784,14616,,4,0,0
REG,2,45428,19308,,3,0,0
REG,2,16200,15552,,4,0,0
REG,3,45723,19860,Job Placement for Long Term Unemployed,4,0,1
REG,3,45723,19860,,4,0,0
NED,3,12120,20616,,4,0,0
REG,3,27456,18900,,4,0,0
REG,5,13872,27408,,2,0,0
REG,1,0,10536,,4,0,0
REG,6,34097,25164,,2,0,0
REG,6,34097,25164,,2,0,0
REG,6,34097,25164,,2,0,0
REG,3,42302,13728,,4,0,0
REG,3,9464,21612,,3,0,0
REG,3,17100,16608,,4,0,0
REG,3,4460,14328,,4,0,0
SPHVS,3,15683,14688,,4,0,0
REG,1,24141,18000,,1,0,0
REG,8,13855,23784,,2,0,0
HOPE6,2,38714,11784,,4,0,0
REG,7,42291,23112,,4,0,0
REG,7,42291,23112,,4,0,0
REG,7,42291,23112,,4,0,0
REG,7,42291,23112,,4,0,0
REG,7,42291,23112,,4,0,0
FLOW,1,0,10476,,4,0,0
FLOW,2,16000,18708,,3,0,0
REG,3,18980,30456,,1,0,0
REG,5,32290,19440,,4,0,0
REG,3,19451,13416,,4,0,0
REG,3,19451,13416,,4,0,0
REG,1,0,15708,,4,0,0
REG,2,16998,13332,,4,0,0
REG,3,21125,15456,,2,0,0
PHRR,2,23650,16044,,4,0,0
PHRR,2,23650,16044,,4,0,0
REG,4,45962,23916,,3,0,0
REG,2,55898,18072,,2,0,0
REG,2,55898,18072,,2,0,0
REG,2,10524,11508,,4,0,0
PHRR,5,29996,22776,,4,0,0
REG,4,5112,10128,Expungement and Job Placement Assistance,4,0,1
REG,4,5112,10128,Expungement and Job Placement Assistance,4,0,1
REG,4,30636,26928,,3,0,0
REG,4,30636,26928,,3,0,0
PHRR,4,18720,16212,,4,0,0
REG,2,8476,18072,,4,0,0
REG,3,16904,23304,,3,0,0
REG,3,24234,15912,,4,0,0
REG,3,24234,15912,,4,0,0
PHRR,3,19956,18912,,4,0,0
PHRR,2,9492,11904,,4,0,0
REG,3,11700,13128,,4,0,0
REG,1,11115,16716,Behavioral Health Counseling and Services,0,0,1
REG,1,11115,16716,Workforce Development Training,0,0,1
REG,1,11115,16716,Behavioral Health & Counseling,0,0,1
REG,1,11115,16716,Workforce Development Training,0,0,1
REG,2,18688,14532,,4,0,0
REG,4,33026,19944,,4,0,0
REG,4,33026,19944,,4,0,0
FUPF,2,11428,15852,,4,0,0
REG,3,4200,22212,,4,0,0
REG,3,80885,24072,,3,0,0
REG,3,80885,24072,,3,0,0
REG,3,80885,24072,,3,0,0
REG,3,32043,20364,,2,0,0
REG,3,32043,20364,,2,0,0
REG,2,11700,16200,,4,0,0
REG,6,22361,27228,,4,0,0
PHRR,3,23589,19692,,4,0,0
PHRR,3,23589,19692,,4,0,0
REG,2,31466,13368,,4,0,0
PHRR,2,9468,14688,,4,0,0
REG,2,21752,10296,,4,0,0
REG,2,48789,17664,,4,0,0
REG,3,43164,18432,,4,0,0
REG,3,9845,17004,,3,0,0
REG,4,20432,24120,,4,0,0
REG,4,22876,26964,,4,0,0
REG,4,10419,24708,,4,0,0
REG,4,10419,24708,,4,0,0
REG,4,10419,24708,,4,0,0
REG,2,9768,16716,,3,0,0
REG,3,10320,20760,,3,0,0
REG,1,14896,16932,,4,0,0
REG,1,14430,11436,,4,0,0
REG,2,9492,17388,,3,0,0
REG,5,33198,16704,Adult Literacy; Behavioral Health Counseling and Services,4,0,1
